loja,termo_busca,id,sku,nome,modelo,fabricante,preco_original,preco_venda,desconto,estoque,disponivel,vendedor,avaliacao,qtd_avaliacoes,url,imagem,preco_num,ram_gb,armazenamento_gb,modelo_norm,motivos_exclusao,valida
Kabum,galaxy s25,875862,,Capa Protetora Transparente Galaxy S25 Edge Transparente,capa-protetora-transparente-galaxy-s25-edge-transparente,Samsung,69.0,65.55,5.0,0,True,MASTERCELL,0.0,0,https://www.kabum.com.br/produto/875862,https://images.kabum.com.br/produtos/fotos/sync_mirakl/875862/Capa-Protetora-Transparente-Galaxy-S25-Edge-Transparente_1763412523.jpg,65.55,,,capa-protetora-transparente-galaxy-s25-edge-transparente,preço incompatível com smartphone do escopo,False
Kabum,galaxy s25,884995,,Cabo Para Samsung Usb C Para Usb C Longo 1.80m Para Galaxy A15 A55 A54 A34 A25 S25 Edge S25 Ultra,cabo-para-samsung-usb-c-para-usb-c-longo-1-80m-para-galaxy-a15-a55-a54-a34-a25-s25-edge-s25-ultra,Samsung,61.9,61.9,0.0,0,True,MOREIRA ACESSORIOS,0.0,0,https://www.kabum.com.br/produto/884995,https://images.kabum.com.br/produtos/fotos/sync_mirakl/884995/Cabo-Para-Samsung-Usb-C-Para-Usb-C-Longo-1-80m-Para-Galaxy-A15-A55-A54-A34-A25-S25-Edge-S25-Ultra_1772485718.png,61.9,,,cabo-para-samsung-usb-c-para-usb-c-longo-1-80m-para-galaxy-a15-a55-a54-a34-a25-s25-edge-s25-ultra,preço incompatível com smartphone do escopo,False
Kabum,galaxy s25,884996,,Cabo Para Samsung 1.80m Para Galaxy S25 Edge Galaxy S25 Ultra Galaxy S25plus S25+ S24 S24ultra S24+,cabo-para-samsung-1-80m-para-galaxy-s25-edge-galaxy-s25-ultra-galaxy-s25plus-s25-s24-s24ultra-s24-,Samsung,57.99,57.99,0.0,0,True,TYRU SHOPs,0.0,0,https://www.kabum.com.br/produto/884996,https://images.kabum.com.br/produtos/fotos/sync_mirakl/884996/Cabo-Para-Samsung-1-80m-Para-Galaxy-S25-Edge-Galaxy-S25-Ultra-Galaxy-S25plus-S25-S24-S24ultra-S24-_1770926987.png,57.99,,,cabo-para-samsung-1-80m-para-galaxy-s25-edge-galaxy-s25-ultra-galaxy-s25plus-s25-s24-s24ultra-s24-,preço incompatível com smartphone do escopo,False
Kabum,galaxy s25,1066394,,Carregador Samsung Galaxy A07 A17 A27 A37 A57 S24fe S25fe,carregador-samsung-galaxy-a07-a17-a27-a37-a57-s24fe-s25fe,Samsung,109.0,109.0,0.0,0,True,TYRU SHOPs,0.0,0,https://www.kabum.com.br/produto/1066394,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1066394/Carregador-Samsung-Galaxy-A07-A17-A27-A37-A57-S24fe-S25fe_1787170422.png,109.0,,,carregador-samsung-galaxy-a07-a17-a27-a37-a57-s24fe-s25fe,preço incompatível com smartphone do escopo,False
Kabum,galaxy s25,640811,,Pontas Para Canetas S-pen Samsung S23 Ultra S24 ultra S25Ultra Ponta Fina,pontas-para-canetas-s-pen-samsung-s23-ultra-s24-ultra-s25ultra-ponta-fina,Samsung,30.0,30.0,0.0,0,True,TYRU SHOPs,0.0,0,https://www.kabum.com.br/produto/640811,https://images.kabum.com.br/produtos/fotos/sync_mirakl/640811/Pontas-Para-Canetas-S-pen-Samsung-S23-Ultra-S24-ultra-S25Ultra-Ponta-Fina_1761835114.jpg,30.0,,,pontas-para-canetas-s-pen-samsung-s23-ultra-s24-ultra-s25ultra-ponta-fina,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,520344,,"Smartphone Samsung Galaxy S24 Ultra, 5G, 256GB, 12GB RAM, Câmera 200MP, Tela 6.8"" 120Hz, S Pen, Preto",smartphone-samsung-galaxy-s24-ultra-5g-256gb-12gb-ram-camera-200mp-tela-6-8-120hz-s-pen-preto,Samsung,5998.89,5399.0,10.0,0,True,Magalu,5.0,9,https://www.kabum.com.br/produto/520344,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520344/Smartphone-Samsung-Galaxy-S24-Ultra-5G-256GB-12GB-RAM-C-mera-200MP-Tela-6-8-120Hz-S-Pen-Preto_1751571299.png,5399.0,12.0,256.0,smartphone-samsung-galaxy-s24-ultra-5g-256gb-12gb-ram-camera-200mp-tela-6-8-120hz-s-pen-preto,,True
Kabum,galaxy s24,520331,,"Celular Samsung Galaxy S24 Ultra, 512gb, 12gb De Ram, Tela De 6.8”, Galaxy Ai Titânio Preto",celular-samsung-galaxy-s24-ultra-512gb-12gb-de-ram-tela-de-6-8-galaxy-ai-titanio-preto,Samsung,7899.0,7109.1,10.0,0,True,Magalu,5.0,1,https://www.kabum.com.br/produto/520331,https://images.kabum.com.br/produtos/fotos/520331/celular-samsung-galaxy-s24-ultra-512gb-12gb-de-ram-tela-de-6-8-galaxy-ai-titanio-preto_1735248459_original.jpg,7109.1,12.0,512.0,celular-samsung-galaxy-s24-ultra-512gb-12gb-de-ram-tela-de-6-8-galaxy-ai-titanio-preto,,True
Kabum,galaxy s24,1015978,,Usado - Samsung Galaxy S24 Ultra 256gb - Titanio Preto - Bom,usado-samsung-galaxy-s24-ultra-256gb-titanio-preto-bom,Samsung,3912.97,3912.97,0.0,0,True,OUTLET DO CELULAR,0.0,0,https://www.kabum.com.br/produto/1015978,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1015978/Usado-Samsung-Galaxy-S24-Ultra-256gb-Titanio-Preto-Bom_1786131818.jpg,3912.97,,256.0,usado-samsung-galaxy-s24-ultra-256gb-titanio-preto-bom,,True
Kabum,galaxy s24,927946,,Usado - Samsung Galaxy S24 256gb - Preto - Aceitável,usado-samsung-galaxy-s24-256gb-preto-aceitavel,Samsung,2036.31,2036.31,0.0,0,True,OUTLET DO CELULAR,0.0,0,https://www.kabum.com.br/produto/927946,https://images.kabum.com.br/produtos/fotos/sync_mirakl/927946/Usado-Samsung-Galaxy-S24-256gb-Preto-Aceit-vel_1786691937.jpg,2036.31,,256.0,usado-samsung-galaxy-s24-256gb-preto-aceitavel,,True
Kabum,galaxy s24,927903,,Usado - Samsung Galaxy S24 256gb - Preto - Excelente,usado-samsung-galaxy-s24-256gb-preto-excelente,Samsung,2357.67,2357.67,0.0,0,True,OUTLET DO CELULAR,0.0,0,https://www.kabum.com.br/produto/927903,https://images.kabum.com.br/produtos/fotos/sync_mirakl/927903/Usado-Samsung-Galaxy-S24-256gb-Preto-Excelente_1786691934.jpg,2357.67,,256.0,usado-samsung-galaxy-s24-256gb-preto-excelente,,True
Kabum,galaxy s24,885955,,Usado - Samsung Galaxy S24 256GB - Creme - Bom,samsung-galaxy-s24-256gb-seminovo-creme,Samsung,2676.97,2676.97,0.0,0,True,KaBuM!,0.0,0,https://www.kabum.com.br/produto/885955,https://images.kabum.com.br/produtos/fotos/sync_mirakl/885955/Usado-Samsung-Galaxy-S24-256GB-Creme-Bom_1783965129.jpg,2676.97,,256.0,samsung-galaxy-s24-256gb-seminovo-creme,,True
Kabum,galaxy s24,520298,,"Smartphone Samsung Galaxy S24 Ultra, 5G, 256GB, 12GB RAM, Câmera 200MP, Tela 6.8"" 120Hz, S Pen, Cinza",smartphone-samsung-galaxy-s24-ultra-5g-256gb-12gb-ram-camera-200mp-tela-6-8-120hz-s-pen-cinza,Samsung,5998.89,5399.0,10.0,0,True,MagaLu,5.0,2,https://www.kabum.com.br/produto/520298,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520298/Smartphone-Samsung-Galaxy-S24-Ultra-5G-256GB-12GB-RAM-C-mera-200MP-Tela-6-8-120Hz-S-Pen-Cinza_1751571292.jpg,5399.0,12.0,256.0,smartphone-samsung-galaxy-s24-ultra-5g-256gb-12gb-ram-camera-200mp-tela-6-8-120hz-s-pen-cinza,,True
Kabum,galaxy s24,520342,,"Celular Samsung Galaxy S24 Ultra, 512gb, 12gb De Ram, Tela De 6.8”, Galaxy Ai Titânio Cinza",celular-samsung-galaxy-s24-ultra-512gb-12gb-de-ram-tela-de-6-8-galaxy-ai-titanio-cinza,Samsung,7899.0,7109.1,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/520342,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520342/Celular-Samsung-Galaxy-S24-Ultra-512gb-12gb-De-Ram-Tela-De-6-8-Galaxy-Ai-Tit-nio-Cinza_1777056013.jpg,7109.1,12.0,512.0,celular-samsung-galaxy-s24-ultra-512gb-12gb-de-ram-tela-de-6-8-galaxy-ai-titanio-cinza,,True
Kabum,galaxy s24,1072117,,Usado - Samsung S24 512 Gb Preto - Bom,usado-samsung-s24-512-gb-preto-bom,Samsung,2912.9,2912.9,0.0,0,True,CELLULAR STORE,0.0,0,https://www.kabum.com.br/produto/1072117,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072117/Usado-Samsung-S24-512-Gb-Preto-Bom_1788980018.png,2912.9,,512.0,usado-samsung-s24-512-gb-preto-bom,,True
Kabum,galaxy s24,1066465,,Celular Samsung Galaxy S24 Ultra 512 Gb 12gb Ram Recondicionado,celular-samsung-galaxy-s24-ultra-512-gb-12gb-ram-recondicionado,Samsung,4989.99,4840.29,3.0,0,True,MERCADOONLINESP,0.0,0,https://www.kabum.com.br/produto/1066465,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1066465/Celular-Samsung-Galaxy-S24-Ultra-512-Gb-12gb-Ram-Recondicionado_1787526813.jpg,4840.29,12.0,512.0,celular-samsung-galaxy-s24-ultra-512-gb-12gb-ram-recondicionado,,True
Kabum,galaxy s24,1072122,,Usado - Samsung S24 Ultra 512 Gb Cinza - Bom,usado-samsung-s24-ultra-512-gb-cinza-bom,Samsung,3880.65,3880.65,0.0,0,True,CELLULAR STORE,0.0,0,https://www.kabum.com.br/produto/1072122,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072122/Usado-Samsung-S24-Ultra-512-Gb-Cinza-Bom_1788980019.jpg,3880.65,,512.0,usado-samsung-s24-ultra-512-gb-cinza-bom,,True
Kabum,galaxy s24,1015981,,Usado - Samsung Galaxy S24 Ultra 256gb - Titanio Preto - Excelente,usado-samsung-galaxy-s24-ultra-256gb-titanio-preto-excelente,Samsung,4167.38,4167.38,0.0,0,True,OUTLET DO CELULAR,0.0,0,https://www.kabum.com.br/produto/1015981,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1015981/Usado-Samsung-Galaxy-S24-Ultra-256gb-Titanio-Preto-Excelente_1786132125.jpg,4167.38,,256.0,usado-samsung-galaxy-s24-ultra-256gb-titanio-preto-excelente,,True
Kabum,galaxy s24,1015975,,Usado - Samsung Galaxy S24 Ultra 256gb - Titanio Cinza - Bom,usado-samsung-galaxy-s24-ultra-256gb-titanio-cinza-bom,Samsung,3912.97,3912.97,0.0,0,True,OUTLET DO CELULAR,0.0,0,https://www.kabum.com.br/produto/1015975,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1015975/Usado-Samsung-Galaxy-S24-Ultra-256gb-Titanio-Cinza-Bom_1786131824.jpg,3912.97,,256.0,usado-samsung-galaxy-s24-ultra-256gb-titanio-cinza-bom,,True
Kabum,galaxy s24,946406,,Usado - Samsung Galaxy S24 Ultra 512gb - Titanio Cinza - Bom,samsung-galaxy-s24-ultra-512gb-usado-titanio-cinza,Samsung,4427.97,4427.97,0.0,0,True,OUTLET DO CELULAR,0.0,0,https://www.kabum.com.br/produto/946406,https://images.kabum.com.br/produtos/fotos/sync_mirakl/946406/Usado-Samsung-Galaxy-S24-Ultra-512gb-Titanio-Cinza-Bom_1783965247.jpg,4427.97,,512.0,samsung-galaxy-s24-ultra-512gb-usado-titanio-cinza,,True
Kabum,galaxy s24,1027882,,Usado - Samsung S24 Ultra 256 Gb Preto - Excelente,usado-samsung-s24-ultra-256-gb-preto-excelente,Samsung,3923.66,3923.66,0.0,0,True,CELLULAR STORE,0.0,0,https://www.kabum.com.br/produto/1027882,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1027882/Usado-Samsung-S24-Ultra-256-Gb-Preto-Excelente_1783965175.jpg,3923.66,,256.0,usado-samsung-s24-ultra-256-gb-preto-excelente,,True
Kabum,galaxy s24,903894,,Usado: Samsung S24 Fe 256 Gb Branco - Excelente,usado-samsung-s24-fe-256-gb-branco-excelente,Samsung,3294.32,2964.89,10.0,0,True,CELLULAR STORE,0.0,0,https://www.kabum.com.br/produto/903894,https://images.kabum.com.br/produtos/fotos/sync_mirakl/903894/Usado-Samsung-S24-Fe-256-Gb-Branco-Excelente_1770927271.jpg,2964.89,,256.0,usado-samsung-s24-fe-256-gb-branco-excelente,,True
Kabum,galaxy s24,520464,,"Capa Protetora Galaxy S24 Ultra, Transparente",capa-protetora-galaxy-s24-ultra-transparente,Samsung,129.0,122.55,5.0,0,True,MASTERCELL,3.0,3,https://www.kabum.com.br/produto/520464,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520464/Capa-Protetora-Galaxy-S24-Ultra-Transparente_1763412525.jpg,122.55,,,capa-protetora-galaxy-s24-ultra-transparente,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,520643,,"Capa Protetora Galaxy S24+, Transparente",capa-protetora-galaxy-s24-transparente,Samsung,109.9,109.9,0.0,0,True,ESQUIRE TECH STORE,0.0,0,https://www.kabum.com.br/produto/520643,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520643/Capa-Protetora-Galaxy-S24-Transparente_1759746815.jpg,109.9,,,capa-protetora-galaxy-s24-transparente,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,724790,,"Monitor Gamer Samsung 24"" Essential S3, Full HD, 100Hz, 5ms, HDMI, VGA, Preto - Ls24d300galmzd",monitor-gamer-samsung-24-fhd-100-hz-hdmi-vga-preto-s3,Samsung,557.78,502.0,10.0,1393,True,TNTINFO,4.900000095367432,30,https://www.kabum.com.br/produto/724790,https://images.kabum.com.br/produtos/fotos/sync_mirakl/724790/Monitor-Gamer-Samsung-24-Essential-S3-Full-HD-100Hz-5ms-HDMI-VGA-Preto-Ls24d300galmzd_1786763026.jpg,502.0,,,monitor-gamer-samsung-24-fhd-100-hz-hdmi-vga-preto-s3,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,520478,,"Capa Protetora Galaxy S24 Ultra, Flipsuit, Amarela",capa-protetora-galaxy-s24-ultra-flipsuit-amarela,Samsung,249.0,249.0,0.0,0,True,MASTERCELL,0.0,0,https://www.kabum.com.br/produto/520478,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520478/Capa-Protetora-Galaxy-S24-Ultra-Flipsuit-Amarela_1790072024.jpg,249.0,,,capa-protetora-galaxy-s24-ultra-flipsuit-amarela,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,957149,,Capa Protetora Flipsuit Para Samsung Galaxy S24 Branca Ef-ms921cwegww,capa-protetora-flipsuit-para-samsung-galaxy-s24-branca-ef-ms921cwegww,Samsung,46.0,43.7,5.0,0,True,MASTERCELL,0.0,0,https://www.kabum.com.br/produto/957149,https://images.kabum.com.br/produtos/fotos/sync_mirakl/957149/Capa-Protetora-Flipsuit-Para-Samsung-Galaxy-S24-Branca-Ef-ms921cwegww_1786384720.jpg,43.7,,,capa-protetora-flipsuit-para-samsung-galaxy-s24-branca-ef-ms921cwegww,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,876184,,Caneta Samsung S-pen Galaxy S24 Ultra,caneta-samsung-s-pen-galaxy-s24-ultra,Samsung,399.0,399.0,0.0,0,True,TYRU SHOPs,0.0,0,https://www.kabum.com.br/produto/876184,https://images.kabum.com.br/produtos/fotos/sync_mirakl/876184/Caneta-Samsung-S-pen-Galaxy-S24-Ultra_1748043886.png,399.0,,,caneta-samsung-s-pen-galaxy-s24-ultra,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,520462,,"Capa Protetora Flipsuit Galaxy S24 Ultra, Branca",capa-protetora-flipsuit-galaxy-s24-ultra-branca,Samsung,129.0,122.55,5.0,0,True,MASTERCELL,0.0,0,https://www.kabum.com.br/produto/520462,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520462/Capa-Protetora-Flipsuit-Galaxy-S24-Ultra-Branca_1763412525.jpg,122.55,,,capa-protetora-flipsuit-galaxy-s24-ultra-branca,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,643728,,Capa Protetora Transparente Galaxy S24 Fe Transparente,capa-protetora-transparente-galaxy-s24-fe-transparente,Samsung,39.0,37.05,5.0,0,True,MASTERCELL,0.0,0,https://www.kabum.com.br/produto/643728,https://images.kabum.com.br/produtos/fotos/sync_mirakl/643728/Capa-Protetora-Transparente-Galaxy-S24-Fe-Transparente_1763412523.jpg,37.05,,,capa-protetora-transparente-galaxy-s24-fe-transparente,preço incompatível com smartphone do escopo,False
Kabum,galaxy s24,1051906,,Capa Protetora Robusta Galaxy S24 Ultra S928,capa-protetora-robusta-galaxy-s24-ultra-s928,Samsung,479.0,479.0,0.0,0,True,HARS Celulares e Acessórios LTDA,0.0,0,https://www.kabum.com.br/produto/1051906,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1051906/Capa-Protetora-Robusta-Galaxy-S24-Ultra-S928_1782215318.jpg,479.0,,,capa-protetora-robusta-galaxy-s24-ultra-s928,preço incompatível com smartphone do escopo,False
Kabum,galaxy z fold8,1072797,,Cabo Samsung Usb-c Pra Usb-c Galaxy Z Fold8 Ultra Z Flip8,cabo-samsung-usb-c-pra-usb-c-galaxy-z-fold8-ultra-z-flip8,Samsung,24.99,24.99,0.0,0,True,TYRU SHOPs,0.0,0,https://www.kabum.com.br/produto/1072797,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072797/Cabo-Samsung-Usb-c-Pra-Usb-c-Galaxy-Z-Fold8-Ultra-Z-Flip8_1789061634.png,24.99,,,cabo-samsung-usb-c-pra-usb-c-galaxy-z-fold8-ultra-z-flip8,preço incompatível com smartphone do escopo,False
Kabum,galaxy a57,1032826,,"Smartphone Samsung Galaxy A57 128GB 5G 8GB RAM Azul Claro 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-azul-claro-6-7-cam-tripla-selfie-12mp,Samsung,2110.0,1799.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032826,https://images.kabum.com.br/produtos/fotos/magalu/1032826/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Azul-Claro-6-7-C-m-Tripla-Selfie-12MP_1777395092.jpg,1799.0,8.0,128.0,smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-azul-claro-6-7-cam-tripla-selfie-12mp,,True
Kabum,galaxy a57,1032825,,"Smartphone Samsung Galaxy A57 128GB 5G 8GB RAM Cinza 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-cinza-6-7-cam-tripla-selfie-12mp,Samsung,2110.0,1799.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032825,https://images.kabum.com.br/produtos/fotos/magalu/1032825/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Cinza-6-7-C-m-Tripla-Selfie-12MP_1777394962.jpg,1799.0,8.0,128.0,smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-cinza-6-7-cam-tripla-selfie-12mp,,True
Kabum,galaxy a57,1032820,,"Celular Smartphone Samsung Galaxy A57 5g, 128GB, Ram 8GB, Câmera Tripla, Tela 6.7"" Super AmoLED, Ip68, Azul Escuro",celular-smartphone-samsung-galaxy-a57-5g-128gb-ram-8gb-camera-tripla-tela-6-7-super-amoled-ip68-azul-escuro,Samsung,2111.0,1899.9,10.0,61,True,PRIMETEK,0.0,0,https://www.kabum.com.br/produto/1032820,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032820/Celular-Smartphone-Samsung-Galaxy-A57-5g-128GB-Ram-8GB-C-mera-Tripla-Tela-6-7-Super-AmoLED-Ip68-Azul-Escuro_1787746419.jpg,1899.9,,128.0,celular-smartphone-samsung-galaxy-a57-5g-128gb-ram-8gb-camera-tripla-tela-6-7-super-amoled-ip68-azul-escuro,,True
Kabum,galaxy a57,1032822,,"Smartphone Samsung Galaxy A57 128GB 5G 8GB RAM Lilás 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-lilas-6-7-cam-tripla-selfie-12mp,Samsung,2110.0,1799.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032822,https://images.kabum.com.br/produtos/fotos/magalu/1032822/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Lil-s-6-7-C-m-Tripla-Selfie-12MP_1777316883.jpg,1799.0,8.0,128.0,smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-lilas-6-7-cam-tripla-selfie-12mp,,True
Kabum,galaxy a57,1032818,,"Smartphone Samsung Galaxy A57 5G, 256GB, 8GB RAM, Câmera Tripla 50MP, Tela 6.7"", Azul Claro",smartphone-samsung-galaxy-a57-5g-256gb-8gb-ram-camera-tripla-50mp-tela-6-7-azul-claro,Samsung,2776.67,2299.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032818,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032818/Smartphone-Samsung-Galaxy-A57-5G-256GB-8GB-RAM-C-mera-Tripla-50MP-Tela-6-7-Azul-Claro_1788383015.jpg,2299.0,8.0,256.0,smartphone-samsung-galaxy-a57-5g-256gb-8gb-ram-camera-tripla-50mp-tela-6-7-azul-claro,,True
Kabum,galaxy a57,1032823,,Smartphone Galaxy A57 5g 256gb 8GB Ram Samsung Cinza,smartphone-galaxy-a57-5g-256gb-8gb-ram-samsung-cinza,Samsung,2776.67,2299.0,10.0,0,True,MagaLu,0.0,0,https://www.kabum.com.br/produto/1032823,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032823/Smartphone-Galaxy-A57-5g-256gb-8GB-Ram-Samsung-Cinza_1787915616.jpg,2299.0,8.0,256.0,smartphone-galaxy-a57-5g-256gb-8gb-ram-samsung-cinza,,True
Kabum,galaxy a57,1032833,,Smartphone Samsung Galaxy A57 5g 256gb 8GB Ram Azul Escuro,smartphone-samsung-galaxy-a57-5g-256gb-8gb-ram-azul-escuro,Samsung,2554.44,2299.0,10.0,0,True,MagaLu,0.0,0,https://www.kabum.com.br/produto/1032833,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032833/Smartphone-Samsung-Galaxy-A57-5g-256gb-8GB-Ram-Azul-Escuro_1788895714.jpg,2299.0,8.0,256.0,smartphone-samsung-galaxy-a57-5g-256gb-8gb-ram-azul-escuro,,True
Kabum,galaxy a57,1032821,,"Smartphone Samsung Galaxy A57, 256gb, 5g, Câmera 50mp, Ram 8GB, Tela 6.7"", Lilás",smartphone-samsung-galaxy-a57-256gb-5g-camera-50mp-ram-8gb-tela-6-7-lilas,Samsung,2554.44,2299.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032821,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032821/Smartphone-Samsung-Galaxy-A57-256gb-5g-C-mera-50mp-Ram-8GB-Tela-6-7-Lil-s_1788383015.jpg,2299.0,,256.0,smartphone-samsung-galaxy-a57-256gb-5g-camera-50mp-ram-8gb-tela-6-7-lilas,,True
Kabum,galaxy a57,1060375,,"Celular Samsung Galaxy A57 5g, 128GB, 8GB Ram, Câmera 50mp, Ip68, Super AmoLED 6.7"", Recursos Ai - Cinza",celular-samsung-galaxy-a57-5g-128gb-8gb-ram-camera-50mp-ip68-super-amoled-6-7-recursos-ai-cinza,Samsung,2899.99,2841.99,2.0,0,True,J&J,0.0,0,https://www.kabum.com.br/produto/1060375,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1060375/Celular-Samsung-Galaxy-A57-5g-128GB-8GB-Ram-C-mera-50mp-Ip68-Super-AmoLED-6-7-Recursos-Ai-Cinza_1785172418.webp,2841.99,8.0,128.0,celular-samsung-galaxy-a57-5g-128gb-8gb-ram-camera-50mp-ip68-super-amoled-6-7-recursos-ai-cinza,,True
Kabum,galaxy a57,1054365,,Smartphone Samsung A57 Ee Cinza 5g 8 256 Sm-a576bzacleb,smartphone-samsung-a57-ee-cinza-5g-8-256-sm-a576bzacleb,Samsung,4220.99,4220.99,0.0,0,True,AQUI QUE TEM,0.0,0,https://www.kabum.com.br/produto/1054365,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1054365/Smartphone-Samsung-A57-Ee-Cinza-5g-8-256-Sm-a576bzacleb_1786627137.jpg,4220.99,,,smartphone-samsung-a57-ee-cinza-5g-8-256-sm-a576bzacleb,,True
Kabum,galaxy a57,1072796,,Cabo Samsung Usb-c Pra Usb-c A17 A36 A37 A26 A56 A57,cabo-samsung-usb-c-pra-usb-c-a17-a36-a37-a26-a56-a57,Samsung,24.99,24.99,0.0,0,True,TYRU SHOPs,0.0,0,https://www.kabum.com.br/produto/1072796,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072796/Cabo-Samsung-Usb-c-Pra-Usb-c-A17-A36-A37-A26-A56-A57_1789061629.png,24.99,,,cabo-samsung-usb-c-pra-usb-c-a17-a36-a37-a26-a56-a57,preço incompatível com smartphone do escopo,False
Kabum,galaxy a37,1032831,,"Smartphone Samsung Galaxy A37 256gb 8GB Câmera Tripla Tela 6.7""",smartphone-samsung-galaxy-a37-256gb-8gb-camera-tripla-tela-6-7-,Samsung,2098.89,1889.0,10.0,0,True,Magalu,5.0,1,https://www.kabum.com.br/produto/1032831,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032831/Smartphone-Samsung-Galaxy-A37-256gb-8GB-C-mera-Tripla-Tela-6-7-_1787746417.jpg,1889.0,,256.0,smartphone-samsung-galaxy-a37-256gb-8gb-camera-tripla-tela-6-7-,,True
Kabum,galaxy a37,1032832,,"Smartphone Galaxy A37 256gb 6,7 8GB Câmera Tripla Samsung",smartphone-galaxy-a37-256gb-6-7-8gb-camera-tripla-samsung,Samsung,2098.89,1889.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032832,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032832/Smartphone-Galaxy-A37-256gb-6-7-8GB-C-mera-Tripla-Samsung_1787915614.jpg,1889.0,,256.0,smartphone-galaxy-a37-256gb-6-7-8gb-camera-tripla-samsung,,True
Kabum,galaxy a37,1032824,,"Smartphone Samsung Galaxy A37 Com 5g, Câmera Tripla E 256 Gb",smartphone-samsung-galaxy-a37-com-5g-camera-tripla-e-256-gb,Samsung,2098.89,1889.0,10.0,0,True,MagaLu,0.0,0,https://www.kabum.com.br/produto/1032824,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032824/Smartphone-Samsung-Galaxy-A37-Com-5g-C-mera-Tripla-E-256-Gb_1784224721.jpg,1889.0,,256.0,smartphone-samsung-galaxy-a37-com-5g-camera-tripla-e-256-gb,,True
Kabum,galaxy a37,1032829,,"Smartphone Samsung Galaxy A37 128GB 5G 6GB RAM Branco 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a37-128gb-5g-6gb-ram-branco-6-7-cam-tripla-selfie-12mp,Samsung,1999.0,1699.0,10.0,0,True,Magalu,0.0,0,https://www.kabum.com.br/produto/1032829,https://images.kabum.com.br/produtos/fotos/magalu/1032829/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Branco-6-7-C-m-Tripla-Selfie-12MP_1777395285.jpg,1699.0,6.0,128.0,smartphone-samsung-galaxy-a37-128gb-5g-6gb-ram-branco-6-7-cam-tripla-selfie-12mp,,True
