termo_busca,id,nome,modelo,fabricante,categoria,vendedor,seller_id,preco_original,preco_venda,desconto,quantidade,avaliacao,qtd_avaliacoes,disponivel,marketplace,oferta,frete_gratis,imagem,thumbnail,produto_url
galaxy s24,957149,Capa Protetora Flipsuit Para Samsung Galaxy S24 Branca Ef-ms921cwegww,capa-protetora-flipsuit-para-samsung-galaxy-s24-branca-ef-ms921cwegww,Samsung,Celular & Smartphone/Acessórios para Smartphones/Capas e Películas/Capas para Celular,MASTERCELL,3519,46.0,43.7,5,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/957149/Capa-Protetora-Flipsuit-Para-Samsung-Galaxy-S24-Branca-Ef-ms921cwegww_1786384720.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/957149/medium/Capa-Protetora-Flipsuit-Para-Samsung-Galaxy-S24-Branca-Ef-ms921cwegww_1786384720.jpg,https://www.kabum.com.br/produto/957149
galaxy s24,876184,Caneta Samsung   S-pen Galaxy  S24 Ultra,caneta-samsung-s-pen-galaxy-s24-ultra,Samsung,Celular & Smartphone/Smartphones/Kits /Samsung ,TYRU SHOPs,10142,399.0,399.0,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/876184/Caneta-Samsung-S-pen-Galaxy-S24-Ultra_1748043886.png,https://images.kabum.com.br/produtos/fotos/sync_mirakl/876184/medium/Caneta-Samsung-S-pen-Galaxy-S24-Ultra_1748043886.png,https://www.kabum.com.br/produto/876184
galaxy s24,520462,"Capa Protetora Flipsuit Galaxy S24 Ultra, Branca",capa-protetora-flipsuit-galaxy-s24-ultra-branca,Samsung,Celular & Smartphone/Acessórios para Smartphones/Capas e Películas/Capas para Celular,MASTERCELL,3519,129.0,122.55,5,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520462/Capa-Protetora-Flipsuit-Galaxy-S24-Ultra-Branca_1763412525.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/520462/medium/Capa-Protetora-Flipsuit-Galaxy-S24-Ultra-Branca_1763412525.jpg,https://www.kabum.com.br/produto/520462
galaxy s24,643728,Capa Protetora Transparente Galaxy S24 Fe Transparente,capa-protetora-transparente-galaxy-s24-fe-transparente,Samsung,Celular & Smartphone/Acessórios para Smartphones/Capas e Películas/Capas para Celular,MASTERCELL,3519,39.0,37.05,5,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/643728/Capa-Protetora-Transparente-Galaxy-S24-Fe-Transparente_1763412523.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/643728/medium/Capa-Protetora-Transparente-Galaxy-S24-Fe-Transparente_1763412523.jpg,https://www.kabum.com.br/produto/643728
galaxy s24,1051906,Capa Protetora Robusta Galaxy S24 Ultra S928,capa-protetora-robusta-galaxy-s24-ultra-s928,Samsung,Celular & Smartphone/Acessórios para Smartphones/Capas e Películas/Capas para Celular,HARS Celulares e Acessórios LTDA,3764,479.0,479.0,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1051906/Capa-Protetora-Robusta-Galaxy-S24-Ultra-S928_1782215318.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1051906/medium/Capa-Protetora-Robusta-Galaxy-S24-Ultra-S928_1782215318.jpg,https://www.kabum.com.br/produto/1051906
galaxy z fold8,1072797,Cabo Samsung Usb-c Pra Usb-c Galaxy Z Fold8 Ultra Z Flip8,cabo-samsung-usb-c-pra-usb-c-galaxy-z-fold8-ultra-z-flip8,Samsung,Celular & Smartphone/Acessórios para Smartphones/Cabos,TYRU SHOPs,10142,24.99,24.99,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072797/Cabo-Samsung-Usb-c-Pra-Usb-c-Galaxy-Z-Fold8-Ultra-Z-Flip8_1789061634.png,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072797/medium/Cabo-Samsung-Usb-c-Pra-Usb-c-Galaxy-Z-Fold8-Ultra-Z-Flip8_1789061634.png,https://www.kabum.com.br/produto/1072797
galaxy a57,1032826,"Smartphone Samsung Galaxy A57 128GB 5G 8GB RAM Azul Claro 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-azul-claro-6-7-cam-tripla-selfie-12mp,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2110.0,1799.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/magalu/1032826/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Azul-Claro-6-7-C-m-Tripla-Selfie-12MP_1777395092.jpg,https://images.kabum.com.br/produtos/fotos/magalu/1032826/medium/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Azul-Claro-6-7-C-m-Tripla-Selfie-12MP_1777395092.jpg,https://www.kabum.com.br/produto/1032826
galaxy a57,1032825,"Smartphone Samsung Galaxy A57 128GB 5G 8GB RAM Cinza 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-cinza-6-7-cam-tripla-selfie-12mp,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2110.0,1799.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/magalu/1032825/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Cinza-6-7-C-m-Tripla-Selfie-12MP_1777394962.jpg,https://images.kabum.com.br/produtos/fotos/magalu/1032825/medium/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Cinza-6-7-C-m-Tripla-Selfie-12MP_1777394962.jpg,https://www.kabum.com.br/produto/1032825
galaxy a57,1032820,"Celular Smartphone Samsung Galaxy A57 5g, 128GB, Ram 8GB, Câmera Tripla, Tela 6.7"" Super AmoLED, Ip68, Azul Escuro",celular-smartphone-samsung-galaxy-a57-5g-128gb-ram-8gb-camera-tripla-tela-6-7-super-amoled-ip68-azul-escuro,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,PRIMETEK,2338,2111.0,1899.9,10,61,0.0,0,True,True,True,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032820/Celular-Smartphone-Samsung-Galaxy-A57-5g-128GB-Ram-8GB-C-mera-Tripla-Tela-6-7-Super-AmoLED-Ip68-Azul-Escuro_1787746419.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032820/medium/Celular-Smartphone-Samsung-Galaxy-A57-5g-128GB-Ram-8GB-C-mera-Tripla-Tela-6-7-Super-AmoLED-Ip68-Azul-Escuro_1787746419.jpg,https://www.kabum.com.br/produto/1032820
galaxy a57,1032822,"Smartphone Samsung Galaxy A57 128GB 5G 8GB RAM Lilás 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a57-128gb-5g-8gb-ram-lilas-6-7-cam-tripla-selfie-12mp,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2110.0,1799.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/magalu/1032822/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Lil-s-6-7-C-m-Tripla-Selfie-12MP_1777316883.jpg,https://images.kabum.com.br/produtos/fotos/magalu/1032822/medium/Smartphone-Samsung-Galaxy-A57-128GB-5G-8GB-RAM-Lil-s-6-7-C-m-Tripla-Selfie-12MP_1777316883.jpg,https://www.kabum.com.br/produto/1032822
galaxy a57,1032818,"Smartphone Samsung Galaxy A57 5G, 256GB, 8GB RAM, Câmera Tripla 50MP, Tela 6.7"", Azul Claro",smartphone-samsung-galaxy-a57-5g-256gb-8gb-ram-camera-tripla-50mp-tela-6-7-azul-claro,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2776.67,2299.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032818/Smartphone-Samsung-Galaxy-A57-5G-256GB-8GB-RAM-C-mera-Tripla-50MP-Tela-6-7-Azul-Claro_1788383015.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032818/medium/Smartphone-Samsung-Galaxy-A57-5G-256GB-8GB-RAM-C-mera-Tripla-50MP-Tela-6-7-Azul-Claro_1788383015.jpg,https://www.kabum.com.br/produto/1032818
galaxy a57,1032823,Smartphone Galaxy A57 5g 256gb 8GB Ram Samsung Cinza,smartphone-galaxy-a57-5g-256gb-8gb-ram-samsung-cinza,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,MagaLu,1000,2776.67,2299.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032823/Smartphone-Galaxy-A57-5g-256gb-8GB-Ram-Samsung-Cinza_1787915616.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032823/medium/Smartphone-Galaxy-A57-5g-256gb-8GB-Ram-Samsung-Cinza_1787915616.jpg,https://www.kabum.com.br/produto/1032823
galaxy a57,1032833,Smartphone Samsung Galaxy A57 5g 256gb 8GB Ram Azul Escuro,smartphone-samsung-galaxy-a57-5g-256gb-8gb-ram-azul-escuro,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,MagaLu,1000,2554.44,2299.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032833/Smartphone-Samsung-Galaxy-A57-5g-256gb-8GB-Ram-Azul-Escuro_1788895714.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032833/medium/Smartphone-Samsung-Galaxy-A57-5g-256gb-8GB-Ram-Azul-Escuro_1788895714.jpg,https://www.kabum.com.br/produto/1032833
galaxy a57,1032821,"Smartphone Samsung Galaxy A57, 256gb, 5g, Câmera 50mp, Ram 8GB, Tela 6.7"", Lilás",smartphone-samsung-galaxy-a57-256gb-5g-camera-50mp-ram-8gb-tela-6-7-lilas,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2554.44,2299.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032821/Smartphone-Samsung-Galaxy-A57-256gb-5g-C-mera-50mp-Ram-8GB-Tela-6-7-Lil-s_1788383015.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032821/medium/Smartphone-Samsung-Galaxy-A57-256gb-5g-C-mera-50mp-Ram-8GB-Tela-6-7-Lil-s_1788383015.jpg,https://www.kabum.com.br/produto/1032821
galaxy a57,1060375,"Celular Samsung Galaxy A57 5g, 128GB, 8GB Ram, Câmera 50mp, Ip68, Super AmoLED 6.7"", Recursos Ai - Cinza",celular-samsung-galaxy-a57-5g-128gb-8gb-ram-camera-50mp-ip68-super-amoled-6-7-recursos-ai-cinza,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,J&J,15584,2899.99,2841.99,2,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1060375/Celular-Samsung-Galaxy-A57-5g-128GB-8GB-Ram-C-mera-50mp-Ip68-Super-AmoLED-6-7-Recursos-Ai-Cinza_1785172418.webp,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1060375/medium/Celular-Samsung-Galaxy-A57-5g-128GB-8GB-Ram-C-mera-50mp-Ip68-Super-AmoLED-6-7-Recursos-Ai-Cinza_1785172418.webp,https://www.kabum.com.br/produto/1060375
galaxy a57,1054365,Smartphone Samsung A57 Ee Cinza 5g 8 256 Sm-a576bzacleb,smartphone-samsung-a57-ee-cinza-5g-8-256-sm-a576bzacleb,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,AQUI QUE TEM,3963,4220.99,4220.99,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1054365/Smartphone-Samsung-A57-Ee-Cinza-5g-8-256-Sm-a576bzacleb_1786627137.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1054365/medium/Smartphone-Samsung-A57-Ee-Cinza-5g-8-256-Sm-a576bzacleb_1786627137.jpg,https://www.kabum.com.br/produto/1054365
galaxy a57,1072796,Cabo   Samsung Usb-c Pra Usb-c A17 A36 A37 A26 A56 A57,cabo-samsung-usb-c-pra-usb-c-a17-a36-a37-a26-a56-a57,Samsung,Celular & Smartphone/Acessórios para Smartphones/Cabos,TYRU SHOPs,10142,24.99,24.99,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072796/Cabo-Samsung-Usb-c-Pra-Usb-c-A17-A36-A37-A26-A56-A57_1789061629.png,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1072796/medium/Cabo-Samsung-Usb-c-Pra-Usb-c-A17-A36-A37-A26-A56-A57_1789061629.png,https://www.kabum.com.br/produto/1072796
galaxy a37,1032831,"Smartphone Samsung Galaxy A37 256gb 8GB Câmera Tripla Tela 6.7""",smartphone-samsung-galaxy-a37-256gb-8gb-camera-tripla-tela-6-7-,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2098.89,1889.0,10,0,5.0,1,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032831/Smartphone-Samsung-Galaxy-A37-256gb-8GB-C-mera-Tripla-Tela-6-7-_1787746417.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032831/medium/Smartphone-Samsung-Galaxy-A37-256gb-8GB-C-mera-Tripla-Tela-6-7-_1787746417.jpg,https://www.kabum.com.br/produto/1032831
galaxy a37,1032832,"Smartphone Galaxy A37 256gb 6,7 8GB Câmera Tripla Samsung",smartphone-galaxy-a37-256gb-6-7-8gb-camera-tripla-samsung,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2098.89,1889.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032832/Smartphone-Galaxy-A37-256gb-6-7-8GB-C-mera-Tripla-Samsung_1787915614.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032832/medium/Smartphone-Galaxy-A37-256gb-6-7-8GB-C-mera-Tripla-Samsung_1787915614.jpg,https://www.kabum.com.br/produto/1032832
galaxy a37,1032824,"Smartphone Samsung Galaxy A37 Com 5g, Câmera Tripla E 256 Gb",smartphone-samsung-galaxy-a37-com-5g-camera-tripla-e-256-gb,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,MagaLu,1000,2098.89,1889.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032824/Smartphone-Samsung-Galaxy-A37-Com-5g-C-mera-Tripla-E-256-Gb_1784224721.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032824/medium/Smartphone-Samsung-Galaxy-A37-Com-5g-C-mera-Tripla-E-256-Gb_1784224721.jpg,https://www.kabum.com.br/produto/1032824
galaxy a37,1032829,"Smartphone Samsung Galaxy A37 128GB 5G 6GB RAM Branco 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a37-128gb-5g-6gb-ram-branco-6-7-cam-tripla-selfie-12mp,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,1999.0,1699.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/magalu/1032829/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Branco-6-7-C-m-Tripla-Selfie-12MP_1777395285.jpg,https://images.kabum.com.br/produtos/fotos/magalu/1032829/medium/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Branco-6-7-C-m-Tripla-Selfie-12MP_1777395285.jpg,https://www.kabum.com.br/produto/1032829
galaxy a37,1032827,"Smartphone Galaxy A37 256gb 6,7 8GB Câmera Tripla Samsung",smartphone-galaxy-a37-256gb-6-7-8gb-camera-tripla-samsung,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,2098.89,1889.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032827/Smartphone-Galaxy-A37-256gb-6-7-8GB-C-mera-Tripla-Samsung_1789652926.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1032827/medium/Smartphone-Galaxy-A37-256gb-6-7-8GB-C-mera-Tripla-Samsung_1789652926.jpg,https://www.kabum.com.br/produto/1032827
galaxy a37,1032828,"Smartphone Samsung Galaxy A37 128GB 5G 6GB RAM Lavanda 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a37-128gb-5g-6gb-ram-lavanda-6-7-cam-tripla-selfie-12mp,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,1999.0,1699.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/magalu/1032828/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Lavanda-6-7-C-m-Tripla-Selfie-12MP_1777395200.jpg,https://images.kabum.com.br/produtos/fotos/magalu/1032828/medium/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Lavanda-6-7-C-m-Tripla-Selfie-12MP_1777395200.jpg,https://www.kabum.com.br/produto/1032828
galaxy a37,1032830,"Smartphone Samsung Galaxy A37 128GB 5G 6GB RAM Verde 6,7"" Câm Tripla + Selfie 12MP",smartphone-samsung-galaxy-a37-128gb-5g-6gb-ram-verde-6-7-cam-tripla-selfie-12mp,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,Magalu,1000,1999.0,1699.0,10,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/magalu/1032830/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Verde-6-7-C-m-Tripla-Selfie-12MP_1777316945.jpg,https://images.kabum.com.br/produtos/fotos/magalu/1032830/medium/Smartphone-Samsung-Galaxy-A37-128GB-5G-6GB-RAM-Verde-6-7-C-m-Tripla-Selfie-12MP_1777316945.jpg,https://www.kabum.com.br/produto/1032830
galaxy a37,1029845,"Celular Samsung Galaxy A37 5g 256gb, 8GB Ram, Câmera Tripla 50mp, Super AmoLED 6.7”, Recursos Ai Verde - 256 Gb",celular-samsung-galaxy-a37-5g-256gb-8gb-ram-camera-tripla-50mp-super-amoled-6-7-recursos-ai-verde-256-gb,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,CARREFOUR,3490,2308.8,2308.8,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1029845/Celular-Samsung-Galaxy-A37-5g-256gb-8GB-Ram-C-mera-Tripla-50mp-Super-AmoLED-6-7-Recursos-Ai-Verde-256-Gb_1788180518.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1029845/medium/Celular-Samsung-Galaxy-A37-5g-256gb-8GB-Ram-C-mera-Tripla-50mp-Super-AmoLED-6-7-Recursos-Ai-Verde-256-Gb_1788180518.jpg,https://www.kabum.com.br/produto/1029845
galaxy a37,1029839,"Celular Samsung Galaxy A37 5g 128GB, 6gb Ram, Câmera Tripla 50mp, Super AmoLED 6.7”, Recursos Ai Preto - 128 Gb",celular-samsung-galaxy-a37-5g-128gb-6gb-ram-camera-tripla-50mp-super-amoled-6-7-recursos-ai-preto-128-gb,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,CARREFOUR,3490,1993.8,1993.8,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1029839/Celular-Samsung-Galaxy-A37-5g-128GB-6gb-Ram-C-mera-Tripla-50mp-Super-AmoLED-6-7-Recursos-Ai-Preto-128-Gb_1789399117.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1029839/medium/Celular-Samsung-Galaxy-A37-5g-128GB-6gb-Ram-C-mera-Tripla-50mp-Super-AmoLED-6-7-Recursos-Ai-Preto-128-Gb_1789399117.jpg,https://www.kabum.com.br/produto/1029839
galaxy a37,1057535,"Smartphone Galaxy A37 5g 128GB 6gb Ram Tela 6,7 Samsung",smartphone-galaxy-a37-5g-128gb-6gb-ram-tela-6-7-samsung,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,WORLDTRONICS,7979,2499.0,2499.0,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1057535/Smartphone-Galaxy-A37-5g-128GB-6gb-Ram-Tela-6-7-Samsung_1787167130.jpg,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1057535/medium/Smartphone-Galaxy-A37-5g-128GB-6gb-Ram-Tela-6-7-Samsung_1787167130.jpg,https://www.kabum.com.br/produto/1057535
galaxy a37,1059426,"Smartphone Samsung Galaxy A37 5g 128GB 6gb Ram Tela 6,7"" Super AmoLED 120hz Câmera 50mp Nfc Bateria 5000mah Preto",smartphone-samsung-galaxy-a37-5g-128gb-6gb-ram-tela-6-7-super-amoled-120hz-camera-50mp-nfc-bateria-5000mah-preto,Samsung,Celular & Smartphone/Smartphones/Samsung Galaxy/Galaxy A,TUDOSMART,10289,2489.0,2489.0,0,0,0.0,0,True,True,False,False,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1059426/Smartphone-Samsung-Galaxy-A37-5g-128GB-6gb-Ram-Tela-6-7-Super-AmoLED-120hz-C-mera-50mp-Nfc-Bateria-5000mah-Preto_1784642627.png,https://images.kabum.com.br/produtos/fotos/sync_mirakl/1059426/medium/Smartphone-Samsung-Galaxy-A37-5g-128GB-6gb-Ram-Tela-6-7-Super-AmoLED-120hz-C-mera-50mp-Nfc-Bateria-5000mah-Preto_1784642627.png,https://www.kabum.com.br/produto/1059426
